,Release Date,Season,Episode,Episode Title,Name,Sentence,label
22748,2019-04-14,Season 8,Episode 1,Winterfell,tormund,His army's between us and Winterfell. We're on foot.,['joy']
22749,2019-04-14,Season 8,Episode 1,Winterfell,edd,We rode down from Castle Black. We can double up on the horses.,['joy']
22750,2019-04-14,Season 8,Episode 1,Winterfell,tormund,"If the horses last, we'll get there before the dead.",['anger']
22751,2019-04-14,Season 8,Episode 1,Winterfell,tormund,We just have to hope the Night King doesn't come first-,['anger']
22752,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,"When I was a child, my brother would tell me a bedtime story about the man who murdered our father.",['anger']
22753,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,Who stabbed him in the back and cut his throat. Who sat down on the Iron Throne and watched as his blood poured onto the floor.,['fear']
22754,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,He told me other stories as well. About all the things we would do to that man once we took back the Seven Kingdoms and had him in our grasp.,['joy']
22755,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,Your sister pledged to send her army north.,['sadness']
22756,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,She did.,['anger']
22757,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,"I don't see an army. I see one man, with one hand. It appears your sister lied to me.",['anger']
22758,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,She lied to me as well. She never had any intention of sending her army north.,['sadness']
22759,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,"She has Euron Greyjoy's fleet and 20,000 fresh troops. The Golden Company from Essos, bought and paid for. Even if we defeat the dead, she'll have more than enough to destroy the survivors.",['joy']
22760,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,"We""?",['anger']
22761,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,I promised to fight for the living. I intend to keep that promise.,['anger']
22762,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,"Your Grace, I know my brother-",['anger']
22763,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,Like you knew your sister?,['fear']
22764,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,"He came here alone, knowing full well how he'd be received. Why would he do that if he weren't telling the truth?",['joy']
22765,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,"Perhaps he trusts his little brother to defend him, right up to the moment he slits my throat.",['joy']
22766,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sansa stark,"You're right. We can't trust him. He attacked my father in the streets. He tried to destroy my house and my family, the same as he did yours.",['surprise']
22767,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,"Do you want me to apologize? I won't. We were at war. Everything I did, I did for my house and my family. I'd do it all again.",['joy']
22768,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,The things we do for love.,['joy']
22769,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,So why have you abandoned your house and family now?,['joy']
22770,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,Because this goes beyond loyalty.,['sadness']
22771,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,This is about survival.,['joy']
22772,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,"You don't know me well, Your Grace.",['fear']
22773,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,"But I know Ser Jaime. He is a man of honor. I was his captor once. But when we were both taken prisoner and the men holding us tried to force themselves on me, Ser Jaime defended me. And lost his hand because of it.",['joy']
22774,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,"Without him, my lady, you would not be alive. He armed me, armored me, and sent me to find you and bring you home because he'd sworn an oath to your mother.",['anger']
22775,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sansa stark,You vouch for him?,['anger']
22776,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,I do.,['anger']
22777,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sansa stark,You would fight beside him?,['joy']
22778,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,I would.,['anger']
22779,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,sansa stark,"I trust you with my life. If you trust him with yours, we should let him stay.",['joy']
22780,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,What does the Warden of the North say about it?,['joy']
22781,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jon snow,We need every man we can get.,['anger']
22782,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,Very well.,['anger']
22783,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,"Thank you, Your Grace.",['fear']
22784,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,"Either you knew Cersei was lying and let me believe otherwise, or you didn't know at all. Which makes you either a traitor or a fool.",['fear']
22785,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,I was a fool.,['anger']
22786,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,Not for the first time.,['sadness']
22787,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,daenerys targaryen,"Cersei still sits on the throne. If you can't help me take it back, I'll find another Hand who can.",['joy']
22788,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,I suspect one of you will be wearing this before it's all over.,['anger']
22789,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gendry baratheon,Don't you have something better to do?,['anger']
22790,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,You make my weapon yet?,['joy']
22791,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gendry baratheon,Just as soon as I'm done making a few thousand of these.,['sadness']
22792,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,You should make mine first. And make sure it's stronger than this.,['surprise']
22793,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gendry baratheon,It's strong enough.,['joy']
22794,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gendry baratheon,"It's going to be safer down in the crypt, you know.",['joy']
22795,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,Are you going to be down in the crypt?,['joy']
22796,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gendry baratheon,"No, but-",['anger']
22797,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,But you're a fighter.,['surprise']
22798,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gendry baratheon,I've done my share.,['anger']
22799,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,You've fought them?,['anger']
22800,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gendry baratheon,I did. Some of them.,['anger']
22801,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,How many?,['anger']
22802,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gendry baratheon,A few. That was enough.,['joy']
22803,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,What are they like?,['anger']
22804,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gendry baratheon,Bad. Really bad.,['fear']
22805,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,"Really bad""?",['anger']
22806,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,"Even a smith's apprentice can do better than ""really bad."" What do they look like? What do they smell like? How do they move? How hard are they to kill?",['anger']
22807,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gendry baratheon,"Look, I know you want to fight. And I know you're not scared of rapers or murderers or-This is different. This is-this is death. You want to know what they're like? Death. That's what they're like.",['surprise']
22808,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,I know Death.,['anger']
22809,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,He's got many faces.,['joy']
22810,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,I look forward to seeing this one.,['joy']
22811,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,arya stark,My weapon?,['joy']
22812,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,gendry baratheon,I'll get right on it.,['anger']
22813,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,I'm sorry for what I did to you.,['fear']
22814,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,You weren't sorry then. You were protecting your family.,['fear']
22815,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,I'm not that person anymore.,['anger']
22816,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,"You still would be, if you hadn't pushed me out of that window. And I would still be Brandon Stark.",['anger']
22817,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,You're not?,['surprise']
22818,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,No. I'm something else now.,['joy']
22819,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,You're not angry at me.,['surprise']
22820,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,I'm not angry at anyone.,['joy']
22821,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,Why didn't you tell them?,['anger']
22822,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,You won't be able to help us in this fight if I let them murder you first.,['joy']
22823,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,What about afterwards?,['anger']
22824,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,bran stark,How do you know there is an afterwards?,['anger']
22825,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,"Well, here we are.",['anger']
22826,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,"Yes, here we are.",['anger']
22827,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,Together again.,['anger']
22828,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,And the masses rejoice.,['joy']
22829,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,How do they feel about their new queen?,['joy']
22830,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,She's your new queen too.,['joy']
22831,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,They remember what happened the last time Targaryens brought dragons north. They'll come around once they see Daenerys is different.,['anger']
22832,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,And she is? Different?,['anger']
22833,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,She is.,['anger']
22834,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,You're sure about her?,['surprise']
22835,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,I am.,['anger']
22836,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,She didn't seem sure about you.,['anger']
22837,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,It's hard to blame her. I made a mistake common to clever people. I underestimated my opponents.,['anger']
22838,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,Hmm.,['joy']
22839,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,Cersei told me the pregnancy had changed her. A chance for you both to start again. And I believed her.,['sadness']
22840,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,Was she lying about the baby too?,['fear']
22841,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,"No, that part is real.",['joy']
22842,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,She's always been good at using the truth to tell lies. I wouldn't be too hard on yourself. She's fooled me more than anybody.,['joy']
22843,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,What?,['anger']
22844,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,"She never fooled you. You always knew exactly what she was, and you loved her anyway.",['sadness']
22845,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,"So we're going to die at Winterfell. Not the death I wouldo ve chosen. I always pictured myself dying in my own bed, the age of 80, with a belly full of wine and-",['sadness']
22846,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,both,A girl's mouth around-,['anger']
22847,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,Your cock.,['joy']
22848,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,My cock.,['joy']
22849,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,At least Cersei won't get to murder me. I'm sure I'll feel some satisfaction denying her that pleasure while I'm being ripped apart by dead men.,['sadness']
22850,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,tyrion lannister,Maybe after I'm dead I'll march down to King's Landing and rip her apart.,['joy']
22851,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,Ser Jaime.,['anger']
22852,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,Lady Brienne.,['joy']
22853,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,He's come a long way.,['anger']
22854,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,He's alright. Still has a lot to learn.,['fear']
22855,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,I'm sure you'll teach him. I've been told you're commanding the left flank.,['surprise']
22856,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,"I am. It's, uh-it's good ground.",['anger']
22857,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,It is.,['anger']
22858,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,"The rise, it should give us some advantage.",['joy']
22859,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,"If we can keep a tight formation, we might be able to beat them back.",['anger']
22860,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,"Yes, I think you're right.",['surprise']
22861,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,What are you doing?,['anger']
22862,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,I think you know.,['anger']
22863,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,jaime lannister,I truly don't.,['joy']
22864,2019-04-21,Season 8,Episode 2,A Knight of the Seven Kingdoms,brienne,We have never had a conversation last this long without you insulting me. Not once.,['anger']
